ID,AD_URLS,PROPERTY_TYPE,DEPT_CODE,ZIP_CODE,CITY,INSEE_CODE,LATITUDE,LONGITUDE,BLUR_RADIUS,MARKETING_TYPE,PRICE,DESCRIPTION,SURFACE,CONDOMINIUM_EXPENSES,CARETAKER,HEATING_MODE,WATER_HEATING_MODE,ELEVATOR,FLOOR,FLOOR_COUNT,LOT_COUNT,CONSTRUCTION_YEAR,BUILDING_TYPE,PARKING,PARKING_COUNT,TERRACE,TERRACE_SURFACE,SWIMMING_POOL,GARDEN,STANDING,NEW_BUILD,SMALL_BUILDING,CORNER_BUILDING,PUBLICATION_START_DATE,DEALER_NAME,DEALER_TYPE,REFERENCE_NUMBER,ENERGY_CLASSIFICATION
,https://www.bienici.com/annonce/orpi-1-099934E0KUR9,APARTMENT,01,01750,Saint-Laurent-sur-Saône,01370,46.304441,4.841141,50,SALE,12000,"Centre village, appartement a rénové et a créé. Copropriété de lots Charges annuelles : euros.",37,,,,,,3,3,,,,,,,,,,,False,,,,,,099934E0KUR9,
,https://www.bienici.com/annonce/citya-immobilier-08062017-TAPP101647,APARTMENT,01,01280,Prévessin-Moëns,01313,46.2524482431401,6.076428361608868,250,SALE,13000,"A SAISIR - GRANDE CAVE - EXCLUSIF Cave de 13 m² situé au sous-sol d'une résidence au calme de Prevessin Moens. Très bon état, point électrique et point d'eau. Ouverture par une porte blindée. Accès direct sur l'extérieur ! Aucun travaux à prévoir sur la copropriété. Le bien est soumis au statut de la copropriété , la quote-part budget prévisionnel charge vendeur (dépenses courantes) est de 26,00 euros/an. Honoraires à la charge du vendeur. Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante : https://www.citya.com/nos-agences/350/saint-genis-pouilly/nos-tarifs/vente",13,,,,,,0,,,,,,,,,,,,False,,,,,,TAPP101647,NS
,https://www.bienici.com/annonce/citya-immobilier-08062017-TAPP101659,APARTMENT,01,01280,Prévessin-Moëns,01313,46.250400129327176,6.074746545982535,250,SALE,13000,"A SAISIR - GRANDE CAVE - EXCLUSIF Cave de 13 m² (au sol) situé au sous-sol d'une résidence au calme de Prevessin Moens. Très bon état, point électrique et point d'eau. Ouverture par une porte blindée. Accès direct sur l'extérieur ! Aucun travaux à prévoir sur la copropriété. Le bien est soumis au statut de la copropriété , la quote-part budget prévisionnel charge vendeur (dépenses courantes) est de 26,00 euros/an. Honoraires à la charge du vendeur. Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante : https://www.citya.com/nos-agences/350/saint-genis-pouilly/nos-tarifs/vente",13,,,,,,0,,,,,,,,,,,,False,,,,,,TAPP101659,NS
,https://www.bienici.com/annonce/snpi-779296,APARTMENT,01,01190,Pont-de-Vaux,01305,46.4316898887369,,,SALE,15000,Grenier aménageable de 90m². Projet d'aménagement 4 ou 5 pièces (voir plans) 3ème ét. D'autres biens sont disponibles sur notre site internet.,90,,,,,,,,,,,,,,,,,,False,,,,,,2474JG,
,https://www.bienici.com/annonce/ag010173-54016881,APARTMENT,01,01460,Montréal-la-Cluse,01265,46.186647070533,,,SALE,16000,"Montréal la Cluse. Dans petite copropriete de 8 logements avec faibles charges, studio d'environ 23m2 en rez-de-chaussee. Libre. Ideal investisseur. Logement louable 150-180 euro/mois. Secteur Vieux Montreal. Contact Fabrice GUY 06 86 68 33 04.",23,,,INDIVIDUAL,,,0,,8,,,,,,,,,,False,,,,,,00092_14GF17,G
,https://www.bienici.com/annonce/orpi-1-099027E0HJUY,APARTMENT,01,01190,Pont-de-Vaux,01305,46.433248,4.9378984,50,SALE,19000,pont de vaux centre. idéal investisseur pour défiscaliser ou primo accédant avec le taux à 0%. plateau à aménager dans le centre de pont vaux . de 66m² grande hauteur. a saisir rapidement. petit prix. Votre agent commercial Tartarin Jean-Noel.,66,,,,,,3,3,,,,,,,,,,,False,,,,,,099027E0HJUY,
,https://www.bienici.com/annonce/citya-immobilier-5048-TAPP44552,APARTMENT,01,01100,Oyonnax,01283,46.25466875893896,5.655427840073475,250,SALE,19000,"COMBLES AMENAGEABLES - A vendre sur Oyonnax direction Geilles, des combles aménageable mansardée d'environ 80 m². Honoraires à la charge du vendeur. Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante : https://www.citya.com/nos-agences/269/oyonnax/nos-tarifs/vente",,,,,,,4,,,,,,,,,,,,False,,,,,,TAPP44552,
,https://www.bienici.com/annonce/snpi-1489701,APARTMENT,01,01100,Oyonnax,01283,46.2576268614794,,,SALE,19500,"BAISSE DU PRIX-Oyonnax, à deux pas du centre ville, dans une cours privée, appartement studio de 27m2 à rénover en totalité au rdc avec place de parking privative-Cet appartement à rénover offre une belle surface doublée par deux caves au sous sol-non soumis au dpe- à rénover en totalité- idéal investisseur ou retraité-Notre barême : http://maxihome.net/bareme.htmlM. Thierry SERALY / oyonnax@maxihome.email Agent commercial indépendant du réseau national clairimmo Maxihome N° RSAC : 48789838900019 FCI - Ville du greffe : PARIS",27,,,,,,,,,,,True,,,,,,,False,,,,,,74473MX1584,
,https://www.bienici.com/annonce/adapt-immo-8500236963,APARTMENT,01,01750,Saint-Laurent-sur-Saône,01370,46.31007221139678,4.841813402407204,1000,SALE,20000,"Réf / 14754. Prix 20 000 euros. A vendre à Saint Laurent sur Saône, appartement à rénover dans sa globalité d'environ 45 m² au sol, situé en rez-de-chaussée d'une copropriété de 5 lots, au calme sans nuisance. Stationnement facil et gratuit. Opportunité à ne pas manquer. Contactez Alexandre GOMEZ au 06 41 26 18 19 , AXO ET ACTIFS - A&A Immobilier, Négociateur en Immobilier Salarié, Plus d'informations sur www.axo-actifs.fr (réf. 8500236963) et www.agomez.axo-actifs.fr Honoraires charge vendeur Bien soumis au statut juridique de la Copropriété. Nb de lots : 8. Charges annuelles de copropriété (Montant moyen annuel quote-part du budget prévisionnel vendeur) : 300 .",45,300,,,,,0,,8,1950,,,,,,,,,False,,,,,,8500236963,NS
,https://www.bienici.com/annonce/orpi-1-099934E0KVCC,APARTMENT,01,01750,Saint-Laurent-sur-Saône,01370,46.304441,4.841141,50,SALE,22000,Appartement a rénové et a créé au coeur du village . Copropriété de 6 lots Charges annuelles : 250 euros.,29.5,250,,,,,3,3,6,,,,,,,,,,False,,,,,,099934E0KVCC,
,https://www.bienici.com/annonce/ag010173-68406683,APARTMENT,01,01130,Nantua,01269,46.1534254682665,,,SALE,23000,"Nantua, centre ville. Appartement T3 duplex de 76.10m2 carrez à rénover (86m2 au sol). Cuisine, séjour, 2 chambres, 1 alcove, salle de bain, sanitaire. Petite copropriété avec faibles charges (toiture refaite en 2015). prévoir travaux dans le logement. Proche entrées autoroutes A40/404 et gare TGV. toutes commodités à proximité. 20min de Bellegarde et Oyonnax. 50min de Genève contact pour visiter +33(0)686683304 Fabrice GUY",76,,,INDIVIDUAL,,,2,,6,,,,,,,,,,False,,,,,,00608_16GF14,D
,https://www.bienici.com/annonce/ag010173-70872574,APARTMENT,01,01130,Nantua,01269,46.1534254682665,,,SALE,23000,"Nantua, centre ville. Appartement T3 duplex de 76.10m2 carrez à rénover (86m2 au sol). Cuisine, séjour, 2 chambres, 1 alcove, salle de bain, sanitaire. Petite copropriété avec faibles charges (toiture refaite en 2015). prévoir travaux dans le logement. Proche entrées autoroutes A40/404 et gare TGV. toutes commodités à proximité. 20min de Bellegarde et Oyonnax. 50min de Genève contact pour visiter +33(0)686683304 Fabrice GUY",76,,,INDIVIDUAL,,,2,,6,,,,,,,,,,False,,,,,,00608_16GF14,D
